Country Name,"Country Code","Series Name","Series Code","Time","Time Code","Value"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2006","YR2006","22.907"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2007","YR2007","23.113"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2008","YR2008","23.32"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2009","YR2009","23.528"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2010","YR2010","23.737"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2011","YR2011","23.948"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2012","YR2012","24.16"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2013","YR2013","24.373"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2014","YR2014","24.587"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2015","YR2015","24.803"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2016","YR2016","25.02"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2017","YR2017","25.25"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2018","YR2018","25.495"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2019","YR2019","25.754"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2020","YR2020","26.026"
Afghanistan,"AFG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2021","YR2021","26.314"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1960","YR1960","30.705"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1961","YR1961","30.943"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1962","YR1962","31.015"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1963","YR1963","31.086"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1964","YR1964","31.158"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1965","YR1965","31.23"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1966","YR1966","31.302"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1967","YR1967","31.374"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1968","YR1968","31.446"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1969","YR1969","31.548"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1970","YR1970","31.74"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1971","YR1971","31.933"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1972","YR1972","32.127"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1973","YR1973","32.321"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1974","YR1974","32.516"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1975","YR1975","32.712"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1976","YR1976","32.908"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1977","YR1977","33.105"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1978","YR1978","33.302"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1979","YR1979","33.5"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1980","YR1980","33.762"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1981","YR1981","34.024"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1982","YR1982","34.287"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1983","YR1983","34.552"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1984","YR1984","34.817"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1985","YR1985","35.083"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1986","YR1986","35.35"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1987","YR1987","35.619"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1988","YR1988","35.888"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1989","YR1989","36.158"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1990","YR1990","36.428"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1991","YR1991","36.7"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1992","YR1992","37.249"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1993","YR1993","37.799"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1994","YR1994","38.354"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1995","YR1995","38.911"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1996","YR1996","39.473"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1997","YR1997","40.035"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1998","YR1998","40.601"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1999","YR1999","41.169"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2000","YR2000","41.741"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2001","YR2001","42.435"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2002","YR2002","43.501"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2003","YR2003","44.573"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2004","YR2004","45.651"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2005","YR2005","46.731"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2006","YR2006","47.815"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2007","YR2007","48.902"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2008","YR2008","49.991"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2009","YR2009","51.076"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2010","YR2010","52.163"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2011","YR2011","53.247"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2012","YR2012","54.33"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2013","YR2013","55.387"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2014","YR2014","56.423"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2015","YR2015","57.434"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2016","YR2016","58.421"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2017","YR2017","59.383"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2018","YR2018","60.319"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2019","YR2019","61.229"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2020","YR2020","62.112"
Albania,"ALB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2021","YR2021","62.969"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1960","YR1960","30.51"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1961","YR1961","31.797"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1962","YR1962","33.214"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1963","YR1963","34.662"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1964","YR1964","36.141"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1965","YR1965","37.643"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1966","YR1966","38.84"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1967","YR1967","39.004"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1968","YR1968","39.169"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1969","YR1969","39.334"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1970","YR1970","39.5"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1971","YR1971","39.665"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1972","YR1972","39.831"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1973","YR1973","39.997"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1974","YR1974","40.163"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1975","YR1975","40.33"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1976","YR1976","40.497"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1977","YR1977","40.928"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1978","YR1978","41.794"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1979","YR1979","42.665"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1980","YR1980","43.542"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1981","YR1981","44.42"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1982","YR1982","45.303"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1983","YR1983","46.189"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1984","YR1984","47.079"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1985","YR1985","47.968"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1986","YR1986","48.86"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1987","YR1987","49.722"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1988","YR1988","50.511"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1989","YR1989","51.298"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1990","YR1990","52.085"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1991","YR1991","52.871"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1992","YR1992","53.657"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1993","YR1993","54.439"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1994","YR1994","55.219"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1995","YR1995","55.997"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1996","YR1996","56.774"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1997","YR1997","57.544"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1998","YR1998","58.313"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1999","YR1999","59.118"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2000","YR2000","59.919"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2001","YR2001","60.712"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2002","YR2002","61.501"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2003","YR2003","62.284"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2004","YR2004","63.061"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2005","YR2005","63.83"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2006","YR2006","64.593"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2007","YR2007","65.348"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2008","YR2008","66.097"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2009","YR2009","66.826"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2010","YR2010","67.54"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2011","YR2011","68.236"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2012","YR2012","68.915"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2013","YR2013","69.576"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2014","YR2014","70.221"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2015","YR2015","70.848"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2016","YR2016","71.459"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2017","YR2017","72.052"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2018","YR2018","72.629"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2019","YR2019","73.189"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2020","YR2020","73.733"
Algeria,"DZA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2021","YR2021","74.261"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1960","YR1960","66.211"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1961","YR1961","66.641"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1962","YR1962","67.068"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1963","YR1963","67.493"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1964","YR1964","67.916"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1965","YR1965","68.334"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1966","YR1966","68.75"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1967","YR1967","69.163"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1968","YR1968","69.574"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1969","YR1969","69.98"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1970","YR1970","70.384"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1971","YR1971","70.784"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1972","YR1972","71.182"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1973","YR1973","71.576"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1974","YR1974","71.967"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1975","YR1975","72.354"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1976","YR1976","72.739"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1977","YR1977","73.12"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1978","YR1978","73.497"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1979","YR1979","73.871"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1980","YR1980","74.33"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1981","YR1981","75.043"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1982","YR1982","75.743"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1983","YR1983","76.429"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1984","YR1984","77.103"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1985","YR1985","77.762"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1986","YR1986","78.408"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1987","YR1987","79.04"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1988","YR1988","79.659"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1989","YR1989","80.263"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1990","YR1990","80.948"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1991","YR1991","81.886"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1992","YR1992","82.789"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1993","YR1993","83.654"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1994","YR1994","84.485"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1995","YR1995","85.28"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1996","YR1996","86.043"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1997","YR1997","86.771"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1998","YR1998","87.467"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1999","YR1999","88.131"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2000","YR2000","88.587"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2001","YR2001","88.491"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2002","YR2002","88.394"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2003","YR2003","88.297"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2004","YR2004","88.198"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2005","YR2005","88.1"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2006","YR2006","88"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2007","YR2007","87.9"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2008","YR2008","87.799"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2009","YR2009","87.697"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2010","YR2010","87.594"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2011","YR2011","87.502"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2012","YR2012","87.42"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2013","YR2013","87.348"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2014","YR2014","87.288"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2015","YR2015","87.238"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2016","YR2016","87.198"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2017","YR2017","87.17"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2018","YR2018","87.153"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2019","YR2019","87.147"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2020","YR2020","87.153"
American Samoa,"ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","2021","YR2021","87.169"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1960","YR1960","58.45"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1961","YR1961","60.983"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1962","YR1962","63.462"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1963","YR1963","65.872"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1964","YR1964","68.205"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1965","YR1965","70.445"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1966","YR1966","72.593"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1967","YR1967","74.641"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1968","YR1968","76.588"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1969","YR1969","78.424"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1970","YR1970","80.155"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1971","YR1971","81.78"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1972","YR1972","83.301"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1973","YR1973","84.716"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1974","YR1974","86.032"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1975","YR1975","87.252"
Andorra,"AND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","1976","YR1976","88.382"
